Date,Hour,Offense Type,Beat,Premise,Suffix,# offenses,Address
1/12/15,18,Theft,12D20,Strip Business Center Parking Lot,-,1,11449 HALL RD
1/12/15,18,Burglary,12D20,Apartment,-,1,10749 SABO RD
1/12/15,8,Burglary,12D20,Apartment Rental Office,-,1,11649 GULF POINTE DR
1/11/15,22,Auto Theft,12D20,Pool Hall or Game Room,-,1,12349 GULF FWY
1/12/15,15,Theft,12D20,Driveway,-,1,9649 SUMERLIN -
12/13/14,19,Theft,12D30,Residence or House,S,1,12549 GREEN DR
12/8/14,18,Auto Theft,12D30,Residence or House,-,1,11749 FUQUA ST
12/11/14,11,Auto Theft,12D30,Vehicle/Auto Sales/Lease/Auto Parts Store,-,1,11749 GULF FWY
12/22/14,11,Theft,12D30,Residence or House,-,1,12349 DUMAS ST
1/31/15,20,Theft,12D30,Apartment Parking Lot,-,1,12849 ROYDON DR
1/31/15,22,Burglary,12D30,Residence or House,-,1,12849 ROYDON DR
1/30/15,20,Auto Theft,12D30,Strip Business Center Parking Lot,-,1,11549 ALMEDA GENOA RD
1/31/15,1,Burglary,12D30,Apartment,S,1,12649 GREEN DR
1/31/15,1,Theft,12D30,Apartment Parking Lot,S,1,4449 SHAVER ST
1/26/15,23,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12849 GULF FWY
1/26/15,20,Burglary,12D30,Residence or House,E,1,10149 PALM LAKE DR
1/27/15,12,Theft,12D30,"Road, Street, or Sidewalk",S,1,5149 SHAVER ST
1/26/15,8,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12749 GULF FWY
1/25/15,21,Auto Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12749 GULF FWY
1/26/15,1,Burglary,12D30,Apartment,S,1,12649 GREEN DR
1/29/15,12,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12749 GULF FWY
1/29/15,9,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12849 GULF FWY
1/29/15,19,Auto Theft,12D30,Apartment Parking Lot,S,1,12649 GREEN DR
1/24/15,14,Theft,12D30,Strip Business Center Parking Lot,-,1,12749 GULF FWY
1/25/15,16,Theft,12D30,Other Parking Lot,-,1,11249 ALMEDA GENOA RD
1/22/15,16,Burglary,12D30,Apartment,-,1,11749 FUQUA ST
1/11/15,10,Theft,12D30,Apartment Parking Lot,S,1,4449 SHAVER ST
1/11/15,8,Burglary,12D30,Miscellaneous Business (Non-Specific),-,1,749 CRENSHAW RD
1/11/15,12,Auto Theft,12D30,Driveway,-,3,4749 ALLEN GENOA RD
1/11/15,0,Auto Theft,12D30,"Road, Street, or Sidewalk",-,1,10749 OCELOT LN
1/9/15,9,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12849 GULF FWY
1/9/15,17,Auto Theft,12D30,Driveway,-,1,4449 ALLEN GENOA RD
1/10/15,2,Theft,12D30,Service or Gas Station,-,1,10549 ALMEDA GENOA RD
1/6/15,10,Theft,12D30,Residence or House,-,1,8849 IRON SPRINGS DR
1/5/15,21,Auto Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12949 GULF FWY
1/8/15,12,Theft,12D30,Body Shop,S,1,5549 SHAVER ST
1/8/15,20,Theft,12D30,Apartment,S,1,4449 SHAVER ST
1/2/15,10,Theft,12D30,Residence or House,-,1,5049 ALLEN GENOA RD
1/1/15,11,Auto Theft,12D30,"Hotel, Motel, Inn, Etc.",N,1,12749 FEATHERWOOD DR
1/1/15,2,Aggravated Assault,12D30,"Road, Street, or Sidewalk",S,1,12549 IH 45 -
1/1/15,21,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,11749 GULF FWY
1/1/15,18,Burglary,12D30,Apartment,S,1,4449 SHAVER ST
1/3/15,8,Theft,12D30,"Other, Unknown, or Not Listed",-,1,5149 S.SHAVER -
1/3/15,22,Theft,12D30,Convenience Store,S,1,5149 SHAVER ST
1/3/15,16,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12949 GULF FWY
1/3/15,17,Auto Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12949 GULF FWY
1/5/15,5,Auto Theft,12D30,Driveway,-,2,13549 MISTY SANDS LN
1/4/15,14,Theft,12D30,Vehicle/Auto Sales/Lease/Auto Parts Store,-,1,11749 GULF FWY
1/12/15,10,Auto Theft,12D30,Vehicle/Auto Sales/Lease/Auto Parts Store,-,1,12149 GULF FWY
1/12/15,7,Auto Theft,12D30,Miscellaneous Business (Non-Specific),-,2,749 KEITH -
1/12/15,20,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12749 GULF FWY
1/12/15,21,Theft,12D30,"Road, Street, or Sidewalk",-,1,12249 PALMFREE -
1/12/15,23,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12849 GULF FWY
1/13/15,9,Theft,12D30,Driveway,-,1,749 KEITH -
1/14/15,15,Burglary,12D30,Residence or House,-,1,11749 FUQUA ST
1/14/15,21,Burglary,12D30,Apartment,-,1,11749 FUQUA ST
1/14/15,1,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12749 GULF FRWY -
1/13/15,16,Theft,12D30,Hotel or Motel Parking Lot,-,1,12449 GULF FWY
1/15/15,23,Theft,12D30,Restaurant or Cafeteria Parking Lot,-,1,12849 GULF FWY
1/16/15,11,Auto Theft,12D30,Vehicle/Auto Sales/Lease/Auto Parts Store,-,1,12149 GULF FWY
1/18/15,12,Theft,12D30,"Hotel, Motel, Inn, Etc.",-,1,12449 GULF FWY
1/18/15,12,Theft,12D30,Other Parking Lot,-,1,12749 GULF FWY
1/20/15,17,Theft,12D30,Hotel or Motel Parking Lot,-,1,12449 GULF FWY
1/20/15,15,Burglary,12D30,Residence or House,-,1,11749 FOSSIL ROCK LN
1/21/15,15,Theft,12D30,Apartment Parking Lot,-,1,11749 FUQUA ST
1/23/15,5,Burglary,12D40,Private School,-,1,12549 RYEWATER DR
1/23/15,11,Burglary,12D40,Residence or House,-,1,12749 GOTHAM DR
1/25/15,18,Auto Theft,12D40,Hospital,-,1,11849 ASTORIA BLVD
1/28/15,18,Aggravated Assault,12D40,Hospital,-,1,11849 ASTORIA BLVD
1/26/15,6,Auto Theft,12D40,Apartment Parking Lot,-,1,11849 ALGONQUIN DR
1/27/15,9,Auto Theft,12D40,Driveway,-,1,11849 KEYSTONE SPRING WAY
1/31/15,23,Aggravated Assault,12D40,Residence or House,-,1,13749 EASTBOURNE DR
11/14/14,8,Auto Theft,12D40,Vehicle/Auto Sales/Lease/Auto Parts Store,-,1,14949 GULF FWY
12/28/14,11,Theft,12D40,Driveway,-,1,12049 FAIRBURY DR
12/31/14,8,Burglary,12D40,Apartment,-,1,11849 ALGONQUIN DR
1/4/15,11,Theft,12D40,Hospital Parking Lot,-,1,11849 ASTORIA BLVD
1/4/15,10,Theft,12D40,Strip Business Center Parking Lot,-,1,12549 GALVESTON RD
1/4/15,9,Theft,12D40,Apartment Parking Lot,-,1,11749 ALGONQUIN DR
1/3/15,21,Aggravated Assault,12D40,Highway or Freeway,-,1,15349 GULF FWY
1/3/15,13,Auto Theft,12D40,Apartment Parking Lot,-,1,949 FM 1959 -
1/1/15,17,Burglary,12D40,Apartment,-,1,11849 ALGONQUIN DR
1/2/15,10,Burglary,12D40,Apartment,-,1,11849 ALGONQUIN DR
1/8/15,20,Burglary,12D40,Residence or House,-,1,12449 TETON PEAK WAY
1/7/15,15,Burglary,12D40,Residence or House,-,1,12649 BARBIZON DR
1/7/15,16,Auto Theft,12D40,Apartment Parking Lot,-,1,749 FM 1959 -
1/5/15,15,Theft,12D40,Apartment Parking Lot,-,1,15649 GULF FWY
1/5/15,8,Theft,12D40,Apartment Parking Lot,-,1,15649 GULF FWY
1/6/15,12,Burglary,12D40,Car Wash,-,1,12449 SCARSDALE BLVD
1/9/15,17,Auto Theft,12D40,Hospital,-,1,11949 ASTORIA BLVD
1/10/15,21,Burglary,12D40,Residence or House,-,1,12349 CARMEL DALE LN
1/10/15,13,Theft,12D40,Apartment Parking Lot,-,1,15649 GULF FWY
1/21/15,8,Auto Theft,12D40,"Road, Street, or Sidewalk",-,1,11749 ALGONQUIN DR
1/19/15,20,Robbery,12D40,"Road, Street, or Sidewalk",-,1,12849 SANDY HOOK DR
1/19/15,18,Theft,12D40,Apartment Parking Lot,-,1,15649 GULF FWY
1/20/15,7,Auto Theft,12D40,Apartment Parking Lot,-,3,749 FM 1959 -
1/20/15,5,Theft,12D40,Apartment Parking Lot,-,1,13049 NYACK DR
1/19/15,10,Theft,12D40,Apartment Parking Lot,-,1,15649 GULF FWY
1/15/15,23,Theft,12D40,Apartment,-,1,15649 GULF FWY
1/15/15,11,Theft,12D40,Apartment Parking Lot,-,1,749 FM 1959 -
1/16/15,15,Theft,12D40,Other Parking Lot,-,1,1049 DUFFER LN
1/13/15,22,Burglary,12D40,Apartment,-,1,11449 SPACE CENTER BLVD
1/14/15,11,Theft,12D40,Hospital Parking Lot,-,1,11849 ASTORIA BLVD
1/14/15,21,Robbery,12D40,Apartment Parking Lot,-,1,11849 ALGONQUIN DR
1/14/15,20,Burglary,12D40,Residence or House,-,1,12449 UPLAND RAPIDS DR
1/14/15,19,Auto Theft,12D40,Apartment,-,1,11849 ALGONQUIN DR
1/14/15,19,Theft,12D40,,-,1,15349 GULF FWY
1/14/15,15,Auto Theft,12D40,Liquor Store Parking Lot,-,1,649 FM 1959 -
1/12/15,0,Auto Theft,12D40,Apartment Parking Lot,-,1,11849 ALGONQUIN DR
1/11/15,17,Theft,12D40,Miscellaneous Business (Non-Specific),-,1,12549 GALVESTON RD
1/12/15,15,Theft,12D40,Service or Gas Station,-,1,1949 DIXIE FARM RD
12/31/14,17,Burglary,12D40,Apartment,-,1,11849 ALGONQUIN DR
1/30/15,18,Burglary,12D50,Residence or House,-,1,1449 THORNWOOD LN
1/30/15,10,Theft,12D50,Hotel or Motel Parking Lot,-,1,2749 BAY AREA BLVD
1/30/15,11,Theft,12D50,Bank or Savings Institution Parking Lot,-,1,2349 CLEAR LAKE CITY BLVD
1/26/15,15,Theft,12D50,High School,-,1,2949 BAY AREA BLVD
1/25/15,14,Burglary,12D50,Residence or House,-,1,2849 BAY AREA BLVD
1/22/15,7,Theft,12D50,Driveway,-,1,14349 FAIR KNOLL WAY
1/10/15,16,Theft,12D50,Bank,-,1,2449 BAY AREA BLVD
1/6/14,14,Theft,12D50,Apartment,-,1,349 CYBERONICS BLVD
1/6/15,0,Auto Theft,12D50,Driveway,-,1,1449 CHESTNUT SPRINGS LN
1/5/15,17,Theft,12D50,Residence or House,-,1,1249 SANDY PLAINS LN
1/7/15,14,Theft,12D50,,-,1,349 CYBERONICS BLVD
1/2/15,15,Burglary,12D50,Residence or House,-,1,1249 MABRY MILL RD
1/4/15,16,Theft,12D50,Nursing Home,-,1,14149 BAY POINTE CT
1/13/15,13,Burglary,12D50,"Vacant Other Residential (Apartment,Dorms)",-,1,16549 TIFFANY CT
1/15/15,15,Theft,12D50,Bank,-,1,2349 CLEAR LAKE CITY BLVD
1/17/15,16,Theft,12D50,Department or Discount Store,-,1,2849 BAY AREA BLVD
1/19/15,16,Theft,12D50,Grocery Store or Supermarket,-,1,1949 EL DORADO BLVD
1/21/15,8,Theft,12D50,High School,-,1,2949 BAY AREA BLVD
1/21/15,15,Burglary,12D50,Residence or House,-,1,16049 PARK CENTER DR
1/21/15,17,Theft,12D50,Residence or House,-,1,15749 SPRING FOREST DR
1/25/15,15,Burglary,12D60,Residence or House,-,1,749 RICHVALE LN
1/26/15,15,Burglary,12D60,Residence or House,-,1,1849 SULLINS WAY
1/26/15,3,Theft,12D60,Convenience Store,-,1,17049 SATURN LN
1/27/15,10,Burglary,12D60,Grocery Store or Supermarket,-,1,16449 EL CAMINO REAL -
1/27/15,0,Theft,12D60,"Road, Street, or Sidewalk",-,1,18049 GATEBROOK -
1/27/15,18,Theft,12D60,Apartment,-,1,2049 GEMINI AVE
1/29/15,13,Theft,12D60,Restaurant or Cafeteria Parking Lot,-,1,16649 EL CAMINO REAL -
1/31/15,3,Theft,12D60,Apartment Parking Lot,-,1,749 EL DORADO BLVD
6/1/14,15,Aggravated Assault,12D60,"Church, Synagogue, or Temple Parking Lot",-,1,15549 EL CAMINO REAL -
12/12/14,12,Theft,12D60,Apartment,-,1,1449 EL CAMINO VILLAGE DR
1/2/15,9,Theft,12D60,Apartment Parking Lot,-,1,1549 BAY AREA BLVD
1/1/15,11,Theft,12D60,Service or Gas Station,-,1,1649 BAY AREA BLVD
1/8/15,1,Aggravated Assault,12D60,Apartment,-,1,749 EL DORADO BLVD
1/5/15,10,Burglary,12D60,Restaurant or Cafeteria,-,1,449 BAY AREA BLVD
1/6/15,15,Aggravated Assault,12D60,"Church, Synagogue, or Temple Parking Lot",-,1,15549 EL CAMINO REAL -
1/10/15,21,Theft,12D60,Driveway,-,1,1549 BAY AREA BLVD
1/9/15,14,Theft,12D60,Service or Gas Station,-,1,1549 BAY AREA BLVD
1/21/15,16,Theft,12D60,Apartment,-,1,749 EL DORADO BLVD
1/20/15,19,Burglary,12D60,Residence or House,-,1,849 WALBROOK DR
1/20/15,20,Burglary,12D60,Apartment,-,1,2349 BAY AREA BLVD
1/19/15,12,Theft,12D60,Residence or House,-,1,15049 TORREY PINES -
1/19/15,23,Theft,12D60,Drug Store or Medical Supply,-,1,949 BAY AREA BLVD
1/17/15,21,Burglary,12D60,Apartment,-,1,1249 EL CAMINO VILLAGE DR
1/16/15,13,Burglary,12D60,Apartment,-,1,1249 EL CAMINO VILLAGE DR
1/16/15,18,Theft,12D60,Residence or House,-,1,849 SHADWELL DR
1/12/15,8,Theft,12D60,Apartment Laundry,-,1,1649 BAY AREA BLVD
1/14/15,16,Burglary,12D60,Residence or House,-,1,1549 BONANZA RD
1/14/15,17,Burglary,12D60,Residence or House,-,1,849 SILVERPINES RD
1/14/15,18,Burglary,12D60,Residence or House,-,1,15749 TORRY PINES RD
8/1/14,9,Aggravated Assault,12D70,Residence or House,-,1,249 EL DORADO BLVD
11/20/14,13,Theft,12D70,Apartment,-,1,19149 GLENWEST DR
1/31/15,16,Theft,12D70,Clothing Store,-,1,149 BAYBROOK MALL -
1/31/15,16,Theft,12D70,Miscellaneous Business (Non-Specific),-,1,249 BAYBROOK MALL -
1/31/15,17,Theft,12D70,Department or Discount Store,-,1,18149 GULF FWY
1/30/15,17,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/30/15,16,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/30/15,9,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/29/15,14,Burglary,12D70,Apartment,-,1,649 PINELOCH DR
1/29/15,6,Theft,12D70,Apartment Parking Lot,-,1,15949 GALVESTON RD
1/28/15,16,Theft,12D70,Specialty Store (Non-Specific),-,1,249 BAYBROOK MALL -
1/28/15,10,Theft,12D70,Apartment Parking Lot,-,1,249 EL DORADO BLVD
1/28/15,9,Theft,12D70,Commercial Parking Lot or Garage,-,1,449 ELDER GLEN DR
1/27/15,15,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/27/15,7,Auto Theft,12D70,Apartment Parking Lot,-,2,249 EL DORADO BLVD
1/25/15,20,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/26/15,16,Theft,12D70,Department or Discount Store,-,1,249 BAYBROOK MALL -
1/26/15,13,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/25/15,17,Auto Theft,12D70,Mall Parking Lot,-,1,149 BAYBROOK MALL -
1/24/15,20,Theft,12D70,Department or Discount Store,-,1,249 BAYBROOK MALL -
1/24/15,13,Theft,12D70,Clothing Store,-,1,18149 GULF FWY
1/24/15,12,Theft,12D70,Mall Parking Lot,-,1,649 BAYBROOK MALL -
1/23/15,20,Theft,12D70,Mall Common Area,-,1,249 BAYBROOK MALL -
1/22/15,10,Theft,12D70,Miscellaneous Business (Non-Specific),-,1,1349 BAY AREA BLVD
1/21/15,20,Auto Theft,12D70,Restaurant or Cafeteria Parking Lot,-,1,1449 BAY AREA BLVD
1/22/15,16,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/22/15,16,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/22/15,19,Burglary,12D70,Apartment,-,1,649 PINELOCH DR
1/22/15,12,Burglary,12D70,Restaurant or Cafeteria Parking Lot,-,1,15249 GALVESTON RD
1/22/15,13,Burglary,12D70,Residence or House,-,1,15749 ROXTON RIDGE DR
1/22/15,15,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/22/15,15,Theft,12D70,Department or Discount Store,-,1,349 BAYBROOK MALL -
1/23/15,12,Auto Theft,12D70,Other Parking Lot,W,1,149 EL DORADO BLVD
1/23/15,14,Theft,12D70,Bar or Night Club Parking Lot,-,1,449 VILLAGE CREEK DR
1/23/15,16,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/23/15,7,Theft,12D70,Mall Parking Lot,-,1,1349 BAYBROOK MALL DR
1/9/15,12,Theft,12D70,Specialty Store (Non-Specific),-,1,1349 BAYBROOK MALL -
1/9/15,10,Theft,12D70,Grocery Store or Supermarket,-,1,549 EL DORADO BLVD
1/9/15,18,Theft,12D70,"Other, Unknown, or Not Listed",-,1,19349 GULF FWY
1/9/15,20,Theft,12D70,Specialty Store (Non-Specific),-,1,1349 BAYBROOK MALL -
1/10/15,19,Theft,12D70,Strip Business Center Parking Lot,-,1,19049 GULF FWY
1/10/15,19,Theft,12D70,Jewelry Stores,-,1,549 BAYBROOK MALL -
1/10/15,17,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/10/15,16,Theft,12D70,Department or Discount Store,-,1,249 BAYBROOK MALL -
1/10/15,17,Auto Theft,12D70,Apartment Parking Lot,-,1,649 PINELOCH DR
1/10/15,13,Theft,12D70,Strip Business Center Parking Lot,-,1,19349 GULF FWY
1/6/15,15,Aggravated Assault,12D70,Department or Discount Store,-,1,549 EL DORADO BLVD
1/6/15,15,Auto Theft,12D70,Mall Parking Lot,-,1,1349 BAYBROOK MALL DR
1/6/15,21,Robbery,12D70,Bank or Savings Institution Parking Lot,W,1,1549 BAY AREA BLVD
1/5/15,17,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/5/15,20,Theft,12D70,Mall Parking Lot,-,1,549 BAYBROOK MALL -
1/7/15,22,Auto Theft,12D70,Grocery Store or Supermarket Parking Lot,W,1,149 EL DORADO BLVD
1/7/15,20,Theft,12D70,Grocery Store or Supermarket Parking Lot,-,1,649 EL DORADO BLVD
1/7/15,16,Burglary,12D70,Apartment,-,1,449 EL DORADO BLVD
1/7/15,14,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/7/15,13,Auto Theft,12D70,Apartment Parking Lot,-,1,549 EL DORADO BLVD
1/7/15,15,Burglary,12D70,Apartment,-,1,649 PINELOCH DR
1/7/15,10,Burglary,12D70,Apartment,-,1,249 EL DORADO BLVD
1/7/15,12,Theft,12D70,Service or Gas Station,-,1,18349 GULF FWY
1/8/15,19,Theft,12D70,Apartment Parking Lot,-,1,249 EL DORADO BLVD
1/8/15,20,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/8/15,14,Theft,12D70,Other Parking Lot,-,1,18249 GULF FWY
1/1/15,18,Robbery,12D70,Bank or Savings Institution Parking Lot,W,1,1549 BAY AREA BLVD
1/2/15,17,Theft,12D70,Department or Discount Store,-,1,149 BAYBROOK MALL -
1/2/15,21,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/4/15,17,Theft,12D70,Mall Common Area,-,1,549 BAYBROOK MALL -
1/4/15,15,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/4/15,19,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/4/15,22,Theft,12D70,Restaurant or Cafeteria Parking Lot,-,1,1449 BAY AREA BLVD
1/4/15,14,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/3/15,13,Theft,12D70,"Gym, Recreat, Club House, Indoor Pool, Spa",-,1,14649 GALVESTON RD
1/3/15,8,Theft,12D70,"Factory, Manufacturing, or Industrial",-,1,3149 FM 2351 -
1/14/15,17,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/14/15,15,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/14/15,10,Theft,12D70,Department or Discount Store,-,1,149 EL DORADO BLVD
1/13/15,20,Theft,12D70,Specialty Store (Non-Specific),-,1,18149 GULF FWY
1/13/15,21,Theft,12D70,Apartment Parking Lot,-,1,249 EL DORADO BLVD
1/13/15,16,Auto Theft,12D70,"Road, Street, or Sidewalk",-,1,17549 GULF FWY
1/12/15,8,Theft,12D70,Apartment Parking Lot,-,1,15949 GALVESTON RD
1/12/15,8,Theft,12D70,Apartment Parking Lot,-,1,249 EL DORADO BLVD
1/12/15,13,Theft,12D70,Department or Discount Store,-,1,18149 GULF FWY
1/12/15,13,Theft,12D70,Clothing Store,-,1,549 BAYBROOK MALL -
1/13/15,14,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/13/15,11,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/12/15,16,Theft,12D70,Apartment Parking Lot,-,1,15849 GALVESTON RD
1/12/15,16,Theft,12D70,Grocery Store or Supermarket Parking Lot,W,1,1849 BAY AREA BLVD
1/12/15,17,Theft,12D70,Department or Discount Store,-,1,349 BAYBROOK MALL -
1/16/15,19,Theft,12D70,Department or Discount Store,-,1,18149 GULF FWY
1/16/15,16,Theft,12D70,Department or Discount Store,-,1,149 BAYBROOK MALL -
1/16/15,16,Theft,12D70,Specialty Store (Non-Specific),W,1,1549 BAY AREA BLVD
1/17/15,9,Auto Theft,12D70,"Road, Street, or Sidewalk",-,1,15449 GATEBROOK -
1/17/15,10,Auto Theft,12D70,Restaurant or Cafeteria Parking Lot,-,1,19249 GULF FWY
1/15/15,12,Theft,12D70,Clothing Store,-,1,149 BAYBROOK MALL -
1/15/15,20,Auto Theft,12D70,Apartment Parking Lot,-,1,15849 GALVESTON RD
1/15/15,19,Theft,12D70,Restaurant or Cafeteria,-,1,549 EL DORADO BLVD
1/17/15,19,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/17/15,14,Theft,12D70,Grocery Store or Supermarket,-,1,149 EL DORADO BLVD
1/17/15,15,Theft,12D70,Grocery Store or Supermarket,W,1,149 EL DORADO BLVD
1/18/15,14,Theft,12D70,Department or Discount Store,-,1,149 BAYBROOK MALL -
1/19/15,20,Burglary,12D70,Apartment,-,1,15949 GALVESTON RD
1/20/15,19,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/20/15,18,Burglary,12D70,Apartment,-,1,649 PINELOCH DR
1/20/15,12,Theft,12D70,Department or Discount Store,-,1,18149 GULF FWY
1/20/15,21,Theft,12D70,Department or Discount Store,W,1,149 EL DORADO BLVD
1/23/15,15,Auto Theft,13D10,Restaurant or Cafeteria Parking Lot,-,1,5949 GULF FWY
1/23/15,16,Burglary,13D10,Residence or House,-,1,7149 WINFREE DR
1/23/15,11,Auto Theft,13D10,Vehicle/Auto Sales/Lease/Auto Parts Store,-,1,7249 GULF FWY
1/22/15,12,Theft,13D10,Restaurant or Cafeteria Parking Lot,-,1,7849 GULF FWY
1/22/15,11,Auto Theft,13D10,Miscellaneous Business (Non-Specific),S,1,4549 WAYSIDE -
1/22/15,11,Theft,13D10,Residence or House,-,1,6749 RUPLEY CIR
1/22/15,9,Theft,13D10,Driveway,-,1,7549 GREENDOWNS -
1/22/15,8,Burglary,13D10,Construction Site,-,1,2949 PLUM CREEK LN
1/23/15,21,Auto Theft,13D10,Strip Business Center Parking Lot,-,1,6849 GULF FWY
1/24/15,3,Theft,13D10,Driveway,-,1,6049 DEEPWOOD DR
1/24/15,9,Theft,13D10,"Road, Street, or Sidewalk",-,1,2649 DELAFIELD ST
1/24/15,10,Theft,13D10,Hospital Parking Lot,-,1,249 WINKLER DR
1/24/15,17,Burglary,13D10,Residence or House,-,1,2049 DES JARDINES ST
1/24/15,19,Auto Theft,13D10,Strip Business Center Parking Lot,-,1,3349 TELEPHONE -
1/24/15,19,Auto Theft,13D10,Other Parking Lot,-,1,6849 GULF FWY
1/24/15,19,Theft,13D10,Restaurant or Cafeteria Parking Lot,-,1,5949 GULF FWY
1/24/15,20,Aggravated Assault,13D10,"Other, Unknown, or Not Listed",-,1,3649 ERBY ST
1/25/15,6,Auto Theft,13D10,"Road, Street, or Sidewalk",-,1,6249 MOLINE -
1/25/15,16,Theft,13D10,,-,1,6549 MCGREW -
1/25/15,11,Burglary,13D10,"Factory, Manufacturing, or Industrial",-,1,5749 HEISER -
1/26/15,13,Theft,13D10,Commercial Parking Lot or Garage,S,1,5849 WAYSIDE -
1/26/15,13,Auto Theft,13D10,Strip Business Center Parking Lot,-,1,3049 WOODRIDGE DR
1/26/15,11,Auto Theft,13D10,Apartment Parking Lot,-,1,2949 PLUM CREEK LN
1/26/15,16,Theft,13D10,Driveway,-,1,7549 ARNIM -
1/26/15,18,Theft,13D10,Restaurant or Cafeteria,-,1,1249 GULFGATE CENTER MALL -
1/25/15,22,Robbery,13D10,"Road, Street, or Sidewalk",-,1,3549 BROAD ST
1/26/15,8,Burglary,13D10,Bar or Night Club,S,1,6749 LOOP -
1/27/15,9,Theft,13D10,Restaurant or Cafeteria Parking Lot,-,1,6849 GULF FWY
1/29/15,9,Theft,13D10,Convenience Store Parking Lot,S,1,2449 WAYSIDE -
1/29/15,11,Theft,13D10,"Laundry, Dry Cleaners, Washaterias",-,1,3949 TELEPHONE -
1/29/15,23,Theft,13D10,Service or Gas Station,-,1,6149 LONG DR
1/29/15,16,Theft,13D10,,-,1,749 GULFGATE CENTER MALL -
1/29/15,14,Theft,13D10,"Other, Unknown, or Not Listed",-,1,2349 OAKCLIFF ST
1/29/15,14,Theft,13D10,Miscellaneous Business (Non-Specific),-,1,6849 GULF FWY
1/29/15,15,Theft,13D10,Residence or House,-,1,7149 EDNA ST
1/30/15,15,Theft,13D10,Grocery Store or Supermarket,-,1,7049 LONG DR
1/30/15,22,Robbery,13D10,Apartment Parking Lot,-,1,7149 VILLAGE WAY
1/31/15,12,Auto Theft,13D10,Residence or House,-,1,7149 MOLINE -
12/31/14,11,Theft,13D10,Residence or House,-,1,7049 FAIRWAY DR
1/3/15,9,Theft,13D10,Strip Business Center Parking Lot,S,1,6149 LOOP -
1/3/15,13,Theft,13D10,Apartment Parking Lot,S,1,6149 LOOP -
1/3/15,14,Burglary,13D10,Apartment,-,1,6649 WINFREE DR
1/3/15,20,Auto Theft,13D10,Other Parking Lot,-,1,6849 GULF FWY
1/4/15,22,Auto Theft,13D10,Restaurant or Cafeteria Parking Lot,-,1,7049 GULF FWY
1/5/15,0,Theft,13D10,"Road, Street, or Sidewalk",-,1,3849 LAZYWOOD LN
1/4/15,19,Burglary,13D10,"Vacant Single Occ Resd(House,Townhs,Dplex)",-,1,6949 PLUM CREEK TRAIL LN
1/4/15,17,Theft,13D10,Restaurant or Cafeteria Parking Lot,-,1,7049 GULF FWY
1/2/15,9,Auto Theft,13D10,"Road, Street, or Sidewalk",-,1,6649 RUPLEY CIR
1/2/15,8,Theft,13D10,"Factory, Manufacturing, or Industrial",-,1,6449 RUPLEY CIR
1/2/15,11,Theft,13D10,Apartment Parking Lot,S,1,6149 LOOP -
1/2/15,15,Theft,13D10,Service or Gas Station,S,1,6149 LOOP -
